queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
-3,28,41.86231261298235,24.0,34.0,0.0,0.0,0.0,0.5733080305878064,0.3673292729154592,0.8530369051488758,0.8121863766660591,0.5624626762084372,1.1349490539246696,0.0,0.0,0.08811934228807845,1.3854944072538655
-3,29,20.55106742802309,22.0,19.0,0.0,0.0,0.0,1.0705040055486934,0.6708791609252133,1.6207559292860205,0.9245261866102352,0.5566251584950948,1.443762163474142,0.0,0.0,0.17949819234614753,1.9950301921589286
-3,30,40.54945768396283,18.0,20.0,0.0,0.0,0.0,0.4439023609215602,0.26308467214393016,0.7015571080936793,0.49322484546840023,0.30127454923362723,0.7617457708908112,0.0,0.0,0.09097234993534513,0.9371272063899604
-3,31,48.951818574016215,26.0,25.0,0.0,0.0,0.0,0.5311345064879957,0.34695469362218007,0.7782351134825156,0.5107062562384573,0.33050216149512013,0.7539031801592684,0.0,0.0,0.07535735262901969,1.041840762726453
-3,32,71.97944261002704,28.0,17.0,0.0,0.0,0.0,0.38899995588600855,0.2584876456554509,0.5622132441691187,0.23617854464507662,0.13758270570752854,0.3781447289523043,0.0,0.0,0.0512490694613973,0.6251785005310851
-3,33,43.18678454698966,22.0,26.0,0.0,0.0,0.0,0.5094150960941016,0.31924772860151857,0.7712605774315974,0.6020360226566656,0.393269917956423,0.8821222622321975,0.0,0.0,0.08541685825440945,1.1114511187507672
-3,34,30.798113861994352,17.0,24.0,0.0,0.0,0.0,0.5519818543491531,0.3215497713263537,0.8837764201364002,0.779268500257628,0.49929203208974365,1.1594897581640664,0.0,0.0,0.11977614832660599,1.331250354606781
-3,35,44.86029283898097,36.0,12.0,0.0,0.0,0.0,0.8024914177269504,0.5620551231757849,1.110986383172445,0.26749713924231683,0.13821967527002588,0.46726366953098786,0.0,0.0,0.08223039174876977,1.0699885569692673
-3,36,65.77981562698551,31.0,19.0,0.0,0.0,0.0,0.47126918348008506,0.32020454570111273,0.6689289880769651,0.2888424027781166,0.17390199494073827,0.451063191478655,0.0,0.0,0.05607920026763666,0.7601115862582017
-3,37,29.13587545000337,12.0,19.0,0.0,0.0,0.0,0.41186337512294013,0.21281581599846866,0.7194424304890594,0.6521170106113219,0.39261703956677946,1.018361491230982,0.0,0.0,0.1266095285327529,1.063980385734262
-3,38,27.83434317499632,18.0,16.0,0.0,0.0,0.0,0.64668312403971,0.3832654039410773,1.0220381378743186,0.5748294435908533,0.3285646942032692,0.9334870032392776,0.0,0.0,0.13252978275512778,1.2215125676305634
-3,39,11.52930644902517,13.0,14.0,0.0,0.0,0.0,1.1275613201433448,0.6003789145173662,1.9281641975991108,1.2142968063082173,0.6638673635869703,2.037383707831071,0.0,0.0,0.31995675285618236,2.3418581264515623
-3,40,18.395815918032895,18.0,22.0,0.0,0.0,0.0,0.9784833725344638,0.5799112596001819,1.5464255782012613,1.1959241219865668,0.7494792801614376,1.810643492821326,0.0,0.0,0.20052817828524977,2.1744074945210308
-3,41,5.146184559991525,16.0,8.0,3.0,0.0,0.0,3.109099530629028,1.7771190183774874,5.048982852181995,1.554549765314514,0.6711442499750124,3.063082762857474,0.5829561619929426,0.12021957543174863,1.7036452866270233,5.246605457936484
-3,42,18.49120624398347,36.0,18.0,0.0,0.0,0.0,1.9468713682058145,1.363564771525879,2.695290606336322,0.9734356841029073,0.5769196795298622,1.5384480542898118,0.0,0.0,0.19949371638825325,2.920307052308722
-3,43,28.77966943501815,23.0,21.0,0.0,0.0,0.0,0.7991752668296586,0.506608565117992,1.1991552916462909,0.72968176536621,0.45168451338287546,1.1153960891532775,0.0,0.0,0.1281765748714761,1.5288570321958685
-3,44,13.830668533977587,10.0,12.0,0.0,0.0,0.0,0.7230308481063773,0.3467213955964368,1.3296794726038355,0.8676370177276527,0.4483207079606717,1.5155872615037331,0.0,0.0,0.2667173640270189,1.59066786583403
-3,45,19.4837404670252,22.0,9.0,0.0,0.0,0.0,1.129146635741396,0.7076301850542289,1.7095415761412456,0.46192362371238926,0.2112208948966088,0.8768749245214975,0.0,0.0,0.18933117387583218,1.5910702594537853
-3,46,19.595247492012277,19.0,15.0,0.0,0.0,0.0,0.9696228643065151,0.5837763043834876,1.5141862119210532,0.7654917349788277,0.4284399131067659,1.2625622045126428,0.0,0.0,0.18825378223049516,1.7351145992853427
-3,47,12.236207250985899,11.0,16.0,0.0,0.0,0.0,0.8989713703250413,0.44876326909176883,1.6085081030084813,1.3075947204727874,0.7474033633178824,2.123451905039239,0.0,0.0,0.301472456166245,2.2065660907978284
-3,48,10.490300596997258,18.0,18.0,0.0,0.0,0.0,1.7158707544712606,1.016933755306604,2.7118155485144886,1.7158707544712606,1.016933755306604,2.7118155485144886,0.0,0.0,0.3516466873380006,3.431741508942521
-3,49,24.881570147001185,8.0,12.0,0.0,0.0,0.0,0.3215231174212769,0.1388108610647616,0.6335287173222527,0.48228467613191534,0.24920352984514252,0.8424542713476347,0.0,0.0,0.14825750273475136,0.8038077935531923
-3,50,5.9212422630007495,6.0,12.0,0.0,0.0,0.0,1.013300880710687,0.3718635643823466,2.2055294214394197,2.026601761421374,1.0471747030968308,3.5400654317349436,0.0,0.0,0.6229907999482015,3.0399026421320605
