queue,n,cls,exposure,add,cancel,exec,move,lambda_add,lambda_cancel,lambda_exec,lambda_move
-1,38,2,22.258807098012767,117.0,96.0,22.0,0.0,5.2563463749342425,4.312899589689635,0.988372822637208,0.0
-1,38,3,36.04870999002014,201.0,173.0,87.0,0.0,5.575788982619505,4.799062159170021,2.413401201432323,0.0
-1,39,1,1.8273238930487423,82.0,117.0,17.0,0.0,44.87436535577151,64.02805788567397,9.30322208595263,0.0
-1,39,2,12.2295508910247,86.0,102.0,18.0,0.0,7.032147031917225,8.340453456459963,1.471844727610582,0.0
-1,39,3,33.05967361810326,223.0,157.0,92.0,0.0,6.745378147892139,4.74898820277608,2.7828465901617796,0.0
-1,40,2,15.376071405997209,99.0,89.0,15.0,0.0,6.438575718462554,5.788214534779467,0.9755417755246293,0.0
-1,40,3,31.7457388929397,226.0,175.0,69.0,0.0,7.119065672472432,5.512550852578211,2.173520050445123,0.0
-1,41,1,1.2321858449431602,71.0,71.0,10.0,0.0,57.62117808071004,57.62117808071004,8.115658884607047,0.0
-1,41,2,15.917384731030324,81.0,67.0,25.0,0.0,5.088775660620532,4.209234188414514,1.5706097717964602,0.0
-1,41,3,26.009189179101668,214.0,172.0,76.0,0.0,8.227861258049082,6.613047366282439,2.922044185101543,0.0
-1,42,1,4.3234954110957915,94.0,87.0,12.0,0.0,21.741667577293825,20.12260722579322,2.7755320311438925,0.0
-1,42,2,14.596390123973833,82.0,75.0,14.0,0.0,5.617827373997023,5.138256744509472,0.9591412589751015,0.0
-1,42,3,26.65416787697177,197.0,147.0,60.0,0.0,7.390964179009348,5.515084945758245,2.2510550799013243,0.0
-1,43,2,6.089297095983056,49.0,60.0,15.0,0.0,8.046905780360753,9.853354016768268,2.463338504192067,0.0
-1,43,3,31.25149541193241,212.0,175.0,64.0,0.0,6.783675379548538,5.599732035004689,2.0479020013731435,0.0
-1,44,1,2.535921118033002,68.0,61.0,1.0,0.0,26.81471419455842,24.054375968647996,0.3943340322729179,0.0
-1,44,2,12.930736533977324,57.0,66.0,21.0,0.0,4.408101568709911,5.104117605874634,1.62403742005102,0.0
-1,44,3,15.921608713993919,189.0,175.0,64.0,0.0,11.870659767808698,10.991351636859905,4.019694312908766,0.0
-1,45,1,1.0252694799855817,60.0,58.0,1.0,0.0,58.521199715067866,56.570493057898936,0.9753533285844643,0.0
-1,45,2,4.004813043000468,44.0,37.0,19.0,0.0,10.986780038809133,9.238883214453134,4.744291380394853,0.0
-1,45,3,11.567902032016718,128.0,126.0,85.0,0.0,11.065100624619035,10.892208427359362,7.347918383536078,0.0
-1,46,2,12.928505040035816,72.0,63.0,20.0,0.0,5.569089370892997,4.872953199531372,1.546969269692499,0.0
-1,46,3,17.121657247043913,143.0,126.0,68.0,0.0,8.351995250032775,7.359100709819089,3.971578160854746,0.0
-1,47,1,1.9056396720334305,76.0,65.0,10.0,0.0,39.88162143943167,34.10928149425077,5.247581768346272,0.0
-1,47,2,6.426570217969129,47.0,51.0,24.0,0.0,7.313387764531817,7.935803744491972,3.734495879760928,0.0
-1,47,3,13.279595217012684,133.0,112.0,43.0,0.0,10.015365515781065,8.433992013289318,3.238050505102149,0.0
-1,48,1,4.736039171955781,79.0,84.0,5.0,0.0,16.680605276196733,17.736339787348424,1.0557345111516918,0.0
-1,48,2,1.6354244239992113,27.0,39.0,19.0,0.0,16.509475830118227,23.847020643504106,11.617779287860973,0.0
-1,48,3,11.424968287996307,148.0,135.0,37.0,0.0,12.954084096276823,11.816225358090344,3.2385210240692057,0.0
-1,49,1,2.2766880220515304,54.0,71.0,3.0,0.0,23.71866477838296,31.18565183824426,1.3177035987990533,0.0
-1,49,2,1.6997956309933215,27.0,40.0,15.0,0.0,15.88426250055827,23.532240741567808,8.824590278087928,0.0
-1,49,3,13.198094127990771,144.0,149.0,21.0,0.0,10.910666237377566,11.289508815064286,1.5911388262842283,0.0
-1,50,2,3.343980750978517,29.0,21.0,19.0,0.0,8.672298724062335,6.279940455355484,5.681850888178771,0.0
-1,50,3,12.091895466044662,139.0,120.0,28.0,0.0,11.49530281586761,9.924002430964844,2.3156005672251303,0.0
-1,51,3,8.48300131799624,107.0,96.0,53.0,0.0,12.613460258812543,11.31674939108415,6.247788726327708,0.0
-1,52,2,1.493998823018046,26.0,30.0,5.0,0.0,17.402958823941418,20.08033710454779,3.346722850757965,0.0
